Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Lloyd Smith,Caucasian,male,1.0,USA,39.0,94085,4,3.62,0.38,6.5,4.02,13.3,3.0,8.0,5.0,1.94,0.74,-1.29,-1.55,4.8,Quantitative,Very Good,Good,1.0,0.0,0.0
Robin Evans,Caucasian,male,1.0,USA,27.0,94539,1,2.6,0.1,4.0,1.87,4.55,0.0,25.0,3.0,-1.03,3.22,1.48,0.71,7.85,Engineering,Ok,Bad,0.0,1.0,1.0
Margaret Lyman,Asian,female,1.0,USA,28.0,94502,2,2.23,0.28,3.0,2.41,6.319999999999999,0.0,49.0,0.0,-3.66,2.72,1.02,1.42,8.96,Humanities,None,Bad,0.0,0.0,0.0
Brian Fenster,Caucasian,male,1.0,USA,21.0,94544,1,2.42,0.3,1.0,2.15,6.77,0.0,31.0,0.5,-0.31,2.23,0.92,0.81,7.9,Humanities,None,Bad,0.0,1.0,0.0
Keith Macias,Caucasian,male,0.0,USA,27.0,95134,2,3.25,0.22,4.0,2.59,7.91,0.0,16.0,4.0,0.4,2.89,3.21,3.56,11.41,Quantitative,Ok,Good,0.0,0.0,0.0
Desiree Rojas,Asian,female,1.0,USA,35.0,94609,4,3.98,0.38,6.0,4.55,13.950000000000001,0.0,50.0,2.5,-0.3,2.36,1.01,0.91,8.04,Quantitative,Very Good,Good,1.0,0.0,0.0
Jimmy Butts,Asian,male,0.0,USA,31.0,95002,2,3.28,0.46,3.0,3.24,9.73,0.0,14.0,4.0,0.73,3.41,2.69,2.16,9.54,Humanities,None,Good,0.0,0.0,0.0
Paul Clayton,Asian,male,1.0,USA,28.0,94061,4,2.87,0.5,3.0,2.69,9.94,0.0,22.0,1.5,-1.12,2.75,2.29,1.78,8.97,Quantitative,Ok,Good,0.0,0.0,0.0
Matthew Sullivan,Caucasian,male,1.0,USA,28.0,94040,1,2.88,0.46,1.0,2.64,7.92,0.0,4.0,5.0,0.36,2.85,1.98,1.89,9.27,Engineering,Ok,Bad,0.0,0.0,0.0
Edgar Burchfield,Caucasian,male,0.0,USA,36.0,94109,5,3.67,0.66,10.0,4.62,15.26,1.0,48.0,4.0,-0.16,2.03,0.3,-0.47,6.15,Engineering,Ok,Good,1.0,0.0,0.0
Audrey Godwin,Other,female,0.0,USA,32.0,94301,2,2.88,0.24,2.5,2.73,8.270000000000001,0.0,17.0,6.5,2.95,0.0,-4.71,-4.26,1.82,Engineering,Ok,Bad,0.0,0.0,0.0
Hazel Byrd,Caucasian,female,1.0,USA,24.0,94598,3,3.05,0.46,1.0,2.87,8.930000000000001,0.0,67.0,3.0,2.32,2.35,1.13,0.08,6.8,Quantitative,None,Good,0.0,0.0,0.0
Charles Rances,Caucasian,male,0.0,USA,34.0,94502,4,2.86,0.08,5.5,2.31,8.68,2.5,49.0,5.0,1.8,3.94,4.29,3.95,11.57,Engineering,None,Good,0.0,0.0,0.0
Colleen Perrin,Caucasian,female,1.0,USA,33.0,94403,5,3.68,0.56,7.5,3.94,11.75,0.0,26.0,1.0,-0.76,0.11,-2.17,-2.76,3.1,Quantitative,Ok,Good,0.0,0.0,0.0
Jennie Simmons,Caucasian,female,2.0,USA,36.0,94564,5,3.16,0.72,7.0,4.43,15.02,0.0,62.0,1.5,-3.34,3.03,2.22,2.0,9.47,Sciences,Very Good,Bad,1.0,0.0,0.0
Mary Mcallister,Caucasian,female,2.0,USA,27.0,94523,3,3.74,0.34,5.0,3.9,11.790000000000001,0.0,55.0,2.5,0.65,2.88,0.69,-0.32,6.42,Engineering,None,Good,1.0,1.0,0.0
Mike Rhea,Hispanic,male,1.0,USA,31.0,94019,3,3.21,0.78,4.0,4.06,11.37,0.0,46.0,0.0,-4.23,3.03,1.71,0.66,7.54,Quantitative,None,Good,0.0,0.0,0.0
James Mcalary,Caucasian,male,0.0,Australia,27.0,94502,1,3.0,0.26,3.5,2.61,6.55,0.0,49.0,2.0,-1.02,1.8,-0.04,0.3,7.39,Humanities,Very Good,Bad,0.0,0.0,1.0
Petra Mccoy,Asian,female,1.0,USA,30.0,94019,2,2.97,0.24,2.0,2.57,7.0200000000000005,0.0,46.0,3.0,0.17,2.21,-1.04,-1.75,4.85,Quantitative,Ok,Bad,1.0,0.0,0.0
Peter Farmer,Asian,male,0.0,USA,30.0,94925,2,3.4,0.5,3.0,3.41,10.71,0.0,66.0,5.0,1.95,2.0,1.02,2.05,9.63,Sciences,Very Good,Good,1.0,0.0,0.0
Marvin Roark,Other,male,2.0,China,27.0,94040,2,3.01,0.3,3.0,2.25,6.54,0.0,4.0,3.5,0.11,1.55,-1.2,0.21,7.76,Engineering,None,Good,0.0,1.0,0.0
Antoinette Sconiers,Caucasian,female,2.0,USA,31.0,94609,3,2.94,0.56,7.0,3.92,11.23,0.0,50.0,3.5,2.46,1.48,-1.0,-0.89,5.87,Humanities,Very Good,Good,0.0,0.0,0.0
Lawrence Kirk,Caucasian,male,0.0,Canada,35.0,94605,3,3.1,0.5,6.0,3.26,9.55,3.5,42.0,1.0,0.54,1.81,1.21,1.07,8.1,Humanities,None,Good,0.0,0.0,1.0
Rickie Goodwin,Caucasian,male,0.0,USA,26.0,94801,2,2.84,0.36,1.0,2.45,8.28,3.5,63.0,2.5,1.44,2.54,0.87,0.84,8.11,Engineering,None,Good,0.0,0.0,0.0
Lorraine Willis,African-American,female,1.0,USA,32.0,94089,4,3.06,0.26,5.0,2.73,7.840000000000001,0.0,11.0,4.0,-0.07,3.2,0.91,1.06,8.63,Quantitative,None,Good,0.0,0.0,0.0
Scot Nigro,Caucasian,male,2.0,Australia,24.0,94549,3,3.22,0.56,3.0,4.26,14.190000000000001,0.0,53.0,0.5,-0.19,2.54,0.97,0.12,6.87,Quantitative,Ok,Good,0.0,0.0,0.0
Charles Johnson,African-American,male,0.0,Canada,27.0,94089,4,3.05,0.5,4.0,2.89,9.59,2.0,11.0,3.0,-0.56,1.44,-1.28,-1.09,5.69,Engineering,Ok,Good,0.0,0.0,0.0
Stephanie Coleman,African-American,female,1.0,USA,31.0,94043,1,2.26,0.48,6.0,2.82,4.87,0.0,6.0,4.0,0.12,0.87,-1.44,-1.99,4.35,Engineering,Ok,Good,0.0,0.0,0.0
Mary Monfort,Caucasian,female,0.0,USA,38.0,94040,4,3.13,0.5,7.0,2.98,8.180000000000001,3.5,3.0,7.0,2.52,1.75,0.24,0.03,6.8,Engineering,Very Good,Bad,0.0,0.0,0.0
Jinny Williamson,Asian,female,0.0,USA,34.0,94040,2,3.02,0.42,1.5,2.08,5.079999999999999,2.0,4.0,4.0,0.55,2.23,0.76,-0.09,6.63,Engineering,Ok,Good,0.0,1.0,0.0
Louise Leary,Asian,female,2.0,USA,25.0,94545,5,3.06,0.58,4.0,3.53,12.08,0.0,37.0,0.0,-3.72,0.94,-0.34,-0.76,5.74,Humanities,Ok,Good,0.0,0.0,0.0
Linda Plourde,African-American,female,2.0,USA,31.0,94566,4,2.93,0.24,5.5,3.19,9.53,0.0,35.0,3.0,-0.52,3.69,3.35,3.32,11.06,Engineering,Ok,Bad,0.0,0.0,0.0
Allen Coleman,Caucasian,male,0.0,USA,30.0,94114,2,3.24,0.38,3.5,3.43,10.41,0.0,47.0,1.0,-2.19,2.97,2.61,2.6,10.06,Sciences,Ok,Good,0.0,0.0,0.0
John Currie,Caucasian,male,0.0,USA,25.0,94025,2,3.14,0.34,1.5,2.21,6.8,0.0,20.0,0.0,-2.99,0.93,-0.71,-1.15,5.33,Engineering,None,Bad,0.0,1.0,0.0
Debbie Tejeda,Caucasian,female,2.0,USA,30.0,94131,5,3.73,0.58,7.5,4.61,13.91,0.0,44.0,1.0,-2.69,2.03,-0.63,-0.53,6.47,Engineering,Very Good,Good,1.0,0.0,1.0
Virginia Jefferson,Caucasian,female,1.0,USA,26.0,94603,4,3.02,0.48,5.0,3.16,10.21,0.0,40.0,3.0,0.45,1.24,-0.86,-0.76,6.02,Quantitative,Very Good,Good,0.0,0.0,0.0
Sharee Woodruff,Hispanic,female,2.0,USA,31.0,94085,1,3.51,0.48,0.0,2.33,4.3,2.0,8.0,3.5,-0.42,2.89,1.66,2.38,10.19,Engineering,None,Bad,0.0,1.0,0.0
Katherine Stewart,African-American,female,2.0,USA,32.0,94587,4,2.86,0.36,6.0,3.4,10.129999999999999,2.5,30.0,4.5,1.32,2.83,1.55,0.49,7.41,Quantitative,Very Good,Good,0.0,0.0,0.0
Dorothy Kimble,Caucasian,female,2.0,USA,32.0,94558,5,3.49,0.3,6.0,3.68,12.440000000000001,0.0,91.0,0.0,-0.21,1.38,1.11,1.84,8.98,Engineering,Very Good,Good,1.0,1.0,0.0
Phyllis Hass,African-American,female,1.0,USA,28.0,94038,1,2.1,0.38,-1.0,1.23,1.7099999999999997,0.0,57.0,4.5,0.99,3.09,3.93,3.39,10.75,Sciences,None,Good,0.0,1.0,1.0
Richard Burton,Caucasian,male,2.0,USA,35.0,94569,5,3.89,0.66,7.5,4.73,17.33,3.0,68.0,4.0,1.67,2.23,0.6,0.93,8.19,Engineering,None,Good,1.0,0.0,0.0
Bruce Kuehn,Caucasian,male,2.0,USA,31.0,94544,4,2.72,0.58,2.0,3.42,12.85,0.0,31.0,5.0,1.31,3.75,2.48,2.23,9.84,Engineering,Very Good,Good,1.0,0.0,0.0
Rosario Viard,Other,female,1.0,USA,31.0,94578,4,3.65,0.48,3.5,2.98,8.91,0.0,39.0,1.5,-1.39,4.31,4.55,3.81,11.62,Humanities,Ok,Good,0.0,0.0,0.0
Mee Flores,Hispanic,female,0.0,USA,31.0,94105,4,3.27,0.26,5.5,2.63,7.400000000000001,3.0,45.0,4.0,0.43000000000000005,2.99,0.73,0.89,8.38,Quantitative,None,Bad,0.0,0.0,0.0
Eric Adcock,Caucasian,male,1.0,USA,28.0,94611,4,4.15,0.54,3.5,4.01,13.4,0.0,52.0,3.0,0.25,2.06,1.16,1.69,9.21,Engineering,Very Good,Good,1.0,0.0,0.0
Karina Crawford,Other,female,0.0,USA,28.0,94973,4,2.24,0.62,2.5,1.92,5.739999999999999,0.0,87.0,4.0,1.47,3.76,3.23,2.02,9.19,Quantitative,None,Bad,0.0,0.0,0.0
John Turner,Hispanic,male,2.0,USA,26.0,94105,5,3.16,0.6,5.0,3.6,12.43,0.0,45.0,0.0,-4.470000000000001,1.13,-2.2,-1.71,5.08,Quantitative,None,Good,1.0,0.0,0.0
George Henriksen,Asian,male,0.0,USA,25.0,94609,1,3.12,0.32,0.0,1.55,4.85,0.0,50.0,2.0,-0.75,2.69,1.53,0.89,7.97,Engineering,Ok,Bad,0.0,0.0,0.0
Daniel Kurtz,Caucasian,male,1.0,USA,31.0,94544,2,3.0,0.44,0.0,2.28,8.19,3.5,31.0,7.5,3.26,0.36,-2.35,-1.41,5.39,Quantitative,None,Good,0.0,1.0,0.0
Daphine Tate,Caucasian,female,0.0,Australia,28.0,94566,1,3.15,0.2,3.0,2.67,6.2700000000000005,0.0,35.0,6.5,-0.77,2.39,0.96,1.0,8.22,Engineering,Ok,Bad,1.0,0.0,0.0
Jerry May,Caucasian,male,1.0,USA,28.0,94131,4,2.91,0.34,6.5,3.19,10.76,1.0,44.0,1.0,-2.15,0.45,-2.69,-2.74,3.58,Engineering,Ok,Good,0.0,0.0,0.0
Megan Pyatt,Caucasian,female,0.0,USA,30.0,95002,3,2.86,0.14,5.0,2.41,6.89,0.0,15.0,3.0,0.1,0.68,-2.77,-2.36,4.2,Quantitative,None,Good,0.0,0.0,0.0
Kathryn Macha,African-American,female,0.0,USA,27.0,94566,1,2.84,0.16,3.0,1.64,2.0700000000000003,0.0,35.0,4.0,0.51,2.61,1.17,0.06,6.77,Engineering,Very Good,Bad,0.0,0.0,0.0
Kevin Dixon,Other,male,1.0,USA,22.0,95035,2,2.17,0.2,0.0,1.1,4.1,0.0,18.0,2.0,-1.05,2.19,-0.2,0.92,8.55,Engineering,Ok,Good,0.0,1.0,1.0
Kathryn Daudelin,Caucasian,female,1.0,USA,34.0,94960,3,2.68,0.3,9.0,3.39,8.760000000000002,0.0,76.0,0.0,-1.37,3.17,3.93,3.97,11.72,Engineering,Ok,Bad,0.0,0.0,0.0
Tracy Irving,Other,female,0.0,China,24.0,94709,1,2.4,0.38,0.0,1.6,2.75,0.0,59.0,3.0,0.27,0.33,-3.13,-2.35,4.29,Quantitative,Ok,Bad,0.0,1.0,1.0
Ronald Ludeker,Hispanic,male,2.0,USA,31.0,94588,4,3.73,0.52,4.5,4.18,13.32,0.0,36.0,3.0,-1.01,0.96,-1.39,0.02,7.31,Quantitative,Very Good,Bad,1.0,0.0,0.0
James Wilson,Caucasian,male,0.0,USA,31.0,94131,1,3.08,0.36,6.0,3.55,9.82,0.0,44.0,2.0,-1.22,2.56,1.3,0.75,7.64,Engineering,Very Good,Bad,0.0,0.0,0.0
Raymond Ramos,Caucasian,male,1.0,USA,27.0,94709,3,3.5,0.4,4.5,3.14,10.11,3.0,59.0,0.0,0.11,1.49,-0.65,-1.02,5.6,Humanities,Very Good,Good,0.0,0.0,0.0
Stephen Wilkinson,Caucasian,male,0.0,USA,29.0,94544,5,2.52,0.68,4.0,2.76,10.34,0.0,31.0,5.0,0.87,0.74,-1.48,-1.85,4.42,Engineering,Very Good,Good,0.0,0.0,0.0
Catherine Brunner,Caucasian,female,0.0,USA,31.0,94544,1,2.53,0.28,1.0,1.94,4.18,2.0,32.0,2.0,-0.08,0.15,-4.16,-3.54,2.95,Sciences,Ok,Bad,0.0,1.0,1.0
Roger Williams,Caucasian,male,0.0,USA,40.0,94560,2,3.33,0.26,6.0,3.57,10.54,0.0,29.0,6.0,-1.76,0.76,-1.96,-2.37,3.76,Quantitative,Ok,Good,0.0,0.0,0.0
Eleanor Fernandez,Caucasian,female,0.0,USA,34.0,94028,3,2.77,0.48,2.0,2.31,7.319999999999999,0.0,23.0,5.5,2.03,2.22,-0.42,-0.48,6.43,Engineering,Very Good,Bad,0.0,0.0,0.0
John Landefeld,Hispanic,female,2.0,USA,39.0,94010,3,3.49,0.3,6.0,3.8,10.48,0.0,33.0,6.0,1.94,1.1,-2.65,-1.47,5.66,Quantitative,Very Good,Good,0.0,0.0,0.0
Debra Roberts,Caucasian,female,0.0,USA,29.0,94545,1,2.54,0.26,4.0,2.4,5.6,0.0,37.0,1.0,0.43,2.4,-0.31,-1.26,5.27,Quantitative,Very Good,Bad,0.0,0.0,0.0
Earl Spires,Asian,male,1.0,USA,32.0,95002,4,3.21,0.26,1.5,2.89,12.22,0.0,15.0,9.0,5.15,1.05,-1.45,-0.84,6.12,Quantitative,Very Good,Good,0.0,0.0,0.0
Jennifer Harbison,Asian,female,0.0,USA,25.0,94588,2,3.61,0.52,3.0,3.74,9.97,0.0,36.0,0.0,-2.35,4.3,4.1,3.38,10.95,Engineering,Ok,Bad,0.0,0.0,0.0
Norman Smith,Hispanic,male,0.0,USA,25.0,94542,1,3.48,0.1,4.5,3.15,8.29,1.0,41.0,1.0,-2.37,3.72,3.35,2.65,10.07,Quantitative,Ok,Bad,0.0,0.0,0.0
Lindsey Cross,Caucasian,female,0.0,USA,29.0,94542,1,3.06,0.38,3.0,3.18,7.2,0.0,41.0,2.5,0.81,2.67,0.91,0.98,8.44,Engineering,Ok,Good,0.0,0.0,0.0
Polly Cisco,Caucasian,female,1.0,USA,37.0,94603,5,2.72,0.38,10.0,4.12,12.790000000000001,0.0,40.0,2.5,-1.49,2.45,0.64,-0.07,6.69,Engineering,Ok,Good,1.0,0.0,0.0
James Whittenberg,Caucasian,male,2.0,USA,32.0,94040,5,2.65,0.36,6.5,2.82,13.19,0.0,2.0,2.0,-2.63,2.34,0.31,0.28,7.28,Quantitative,Very Good,Good,1.0,0.0,0.0
Diane Messano,Hispanic,female,1.0,USA,30.0,94560,1,2.81,0.62,5.0,3.4,6.779999999999999,0.0,29.0,3.5,-0.08000000000000002,2.56,1.61,2.22,9.81,Quantitative,None,Bad,0.0,1.0,0.0
Bobby Esparza,Caucasian,male,2.0,USA,29.0,94603,5,3.52,0.46,7.0,3.91,13.68,0.0,40.0,2.0,-1.43,0.13,-2.9,-2.65,3.65,Engineering,Very Good,Good,1.0,0.0,0.0
Matthew Owens,Caucasian,male,0.0,USA,34.0,95002,1,3.12,0.72,-1.0,2.49,5.74,0.0,15.0,7.0,1.18,1.1,-0.17,-1.01,5.31,Engineering,Ok,Good,0.0,1.0,1.0
Thomas Gomez,Asian,male,2.0,USA,25.0,94121,1,3.67,0.32,4.0,3.33,8.83,0.0,54.0,0.0,-2.37,1.48,-0.62,-0.29,6.6,Sciences,Ok,Good,1.0,0.0,0.0
Richard Somilleda,Caucasian,male,0.0,USA,33.0,94040,1,2.75,0.52,2.0,2.9,7.73,0.0,1.0,6.0,-2.18,1.88,-0.58,-1.27,5.16,Engineering,Very Good,Good,0.0,0.0,0.0
Lela Fletcher,African-American,female,2.0,USA,31.0,94707,4,2.76,0.24,7.0,3.28,9.83,1.0,61.0,1.0,-1.93,0.0,-5.49,-4.47,1.99,Engineering,Ok,Bad,0.0,0.0,0.0
Leticia Barcellos,Caucasian,female,1.0,USA,28.0,94085,1,2.88,0.14,4.0,2.29,4.52,0.0,8.0,5.0,-2.11,0.4,-3.82,-2.94,3.74,Sciences,Ok,Bad,0.0,1.0,1.0
Gregory Gibson,Hispanic,male,0.0,USA,27.0,94502,2,2.41,0.56,1.5,2.78,8.43,2.0,49.0,3.0,-0.38,2.03,0.08,-0.62,5.99,Engineering,Ok,Good,1.0,0.0,0.0
Milton Pettiway,Caucasian,male,1.0,USA,30.0,94510,3,2.68,0.22,4.0,2.35,8.57,1.5,69.0,5.0,0.62,4.49,4.92,3.09,10.24,Quantitative,Very Good,Bad,0.0,0.0,0.0
Ann White,Asian,female,0.0,USA,28.0,94605,2,2.96,0.4,2.5,3.12,8.56,1.0,42.0,1.0,-1.64,3.16,3.36,2.82,10.12,Engineering,None,Bad,0.0,0.0,1.0
Robert Picking,Caucasian,male,0.0,USA,32.0,94402,4,2.3,0.4,1.5,2.05,8.5,0.0,28.0,8.0,2.54,2.83,2.06,1.46,8.54,Quantitative,None,Bad,1.0,0.0,0.0
Jorge Todd,Caucasian,male,1.0,USA,23.0,94720,2,3.56,0.62,3.0,3.21,9.36,0.0,58.0,1.0,-0.83,1.61,-0.95,-0.27,6.89,Engineering,None,Good,0.0,0.0,0.0
Marilyn Sapp,Asian,female,1.0,USA,40.0,94609,2,3.04,0.22,7.0,3.08,7.6499999999999995,0.0,50.0,0.0,-4.53,0.81,-2.49,-1.92,4.88,Engineering,Ok,Good,0.0,0.0,0.0
Ruth Jameson,Caucasian,female,0.0,USA,23.0,94592,1,2.68,0.54,-1.0,2.44,5.04,0.0,78.0,0.0,-2.02,2.65,1.45,1.35,8.63,Quantitative,Ok,Bad,0.0,1.0,0.0
Jane Coffield,African-American,female,2.0,USA,31.0,94559,4,3.99,0.58,8.0,4.19,10.59,0.0,89.0,2.0,-1.19,1.18,-1.03,-1.13,5.41,Quantitative,Ok,Good,1.0,0.0,0.0
Betty Ferguson,Caucasian,female,2.0,USA,36.0,94043,3,3.11,0.3,6.5,3.61,10.65,0.0,7.0,6.0,0.03,3.08,1.86,1.75,9.1,Engineering,Ok,Bad,0.0,0.0,0.0
William Helton,Caucasian,male,2.0,USA,29.0,94070,5,2.99,0.36,4.0,2.93,11.69,1.5,27.0,4.0,0.22,0.99,-0.43,0.58,7.81,Humanities,None,Good,1.0,0.0,0.0
Adam Hicks,Caucasian,male,0.0,Australia,29.0,94061,2,2.61,0.56,1.5,2.24,7.4,0.0,22.0,8.0,3.97,0.95,-3.06,-3.25,3.12,Quantitative,Very Good,Good,0.0,0.0,0.0
Kathy Wright,African-American,female,0.0,USA,21.0,94028,2,3.08,0.28,0.0,1.79,4.29,0.0,23.0,2.0,-1.5,4.6,5.94,4.8,12.49,Engineering,None,Bad,0.0,1.0,0.0
Gabriel Arnold,Caucasian,male,0.0,USA,32.0,94578,3,3.46,0.48,5.0,4.06,12.879999999999999,3.0,39.0,2.0,0.35,0.95,-2.26,-2.43,3.86,Engineering,Ok,Good,1.0,0.0,0.0
Arlene Khan,Caucasian,female,0.0,USA,24.0,95134,2,2.88,0.36,0.0,2.03,5.909999999999999,0.0,16.0,2.0,0.1,1.44,-1.18,-0.79,6.05,Engineering,None,Bad,0.0,1.0,0.0
Luis Gilchrist,Caucasian,male,1.0,USA,31.0,95476,4,2.88,0.26,5.0,2.7,10.05,1.5,90.0,2.0,-0.49,1.42,-0.58,-0.53,6.24,Engineering,Very Good,Good,0.0,1.0,0.0
Luciano Walken,Caucasian,male,1.0,USA,26.0,94028,5,3.13,0.34,6.5,3.04,11.58,0.0,23.0,2.0,-1.07,1.54,-1.86,-1.9,4.74,Engineering,Ok,Good,0.0,0.0,0.0
Charles Sinnott,Caucasian,male,1.0,USA,31.0,94131,2,3.23,0.46,7.0,3.64,10.19,0.0,44.0,2.0,0.63,1.44,-0.14,-0.32,6.42,Sciences,Very Good,Good,1.0,0.0,0.0
Alice Hicks,Other,female,0.0,Australia,28.0,94105,4,3.41,0.26,4.0,2.46,7.69,0.0,45.0,1.5,-1.46,1.89,1.59,2.99,10.81,Humanities,Very Good,Bad,0.0,0.0,0.0
Evangelina Benton,Asian,female,0.0,USA,25.0,94618,3,3.17,0.4,3.0,2.67,7.8500000000000005,0.0,51.0,2.0,-0.37,0.37,-2.51,-2.45,3.74,Engineering,Ok,Bad,0.0,1.0,0.0
James Perry,Caucasian,male,1.0,USA,33.0,94586,5,3.92,0.52,4.5,4.17,14.84,5.0,38.0,7.0,4.22,0.06,-3.21,-1.92,4.78,Quantitative,Very Good,Good,0.0,0.0,0.0
Adrian Remmele,Caucasian,male,0.0,USA,29.0,94523,2,2.78,0.78,0.0,2.98,9.52,0.0,55.0,2.5,-0.25,0.0,-2.58,-2.79,3.13,Quantitative,None,Bad,0.0,0.0,0.0
Robert Iverson,Caucasian,male,2.0,USA,31.0,94523,1,2.97,0.48,0.0,2.36,7.390000000000001,3.5,55.0,3.5,1.19,1.28,-1.8,-1.58,5.17,Quantitative,Very Good,Good,0.0,0.0,1.0
Joe Allan,Asian,male,0.0,USA,28.0,94544,5,2.69,0.2,3.0,2.05,9.58,0.0,31.0,3.5,0.7,0.0,-4.08,-3.28,3.1,Quantitative,Ok,Bad,0.0,1.0,0.0
Brittany Johnson,Hispanic,female,2.0,USA,35.0,94028,5,3.4,0.34,8.5,3.41,10.370000000000001,0.0,23.0,3.5,-0.9,1.45,-1.5,-1.57,5.06,Engineering,Ok,Good,1.0,0.0,0.0
Tiesha Upchurch,Hispanic,female,1.0,USA,27.0,94040,2,2.69,0.68,4.0,4.42,11.3,0.0,1.0,3.0,-0.71,2.3,2.51,3.0,10.63,Engineering,Ok,Good,1.0,0.0,0.0
Harold Clark,African-American,male,2.0,USA,34.0,94040,4,2.93,0.5,3.0,3.1,10.979999999999999,3.0,0.0,5.0,0.8999999999999999,1.08,-1.11,0.2,7.58,Engineering,Ok,Good,0.0,0.0,0.0
Pamela Crawford,Caucasian,female,0.0,USA,30.0,94566,1,2.88,0.58,2.5,3.65,9.25,4.5,35.0,3.5,2.36,1.87,-1.85,-1.45,5.73,Quantitative,Very Good,Good,0.0,0.0,0.0
Hilda Quintana,Hispanic,female,2.0,USA,24.0,95134,5,2.99,0.58,3.5,3.39,11.3,0.0,16.0,1.0,-2.44,3.32,1.87,1.29,8.56,Engineering,None,Good,1.0,0.0,0.0
Charles Mcdonald,African-American,male,0.0,USA,33.0,94043,3,2.73,-0.02,4.0,2.52,8.729999999999999,3.5,6.0,5.0,1.02,2.83,2.36,2.28,9.73,Engineering,Very Good,Bad,1.0,1.0,0.0
Bethany Martell,Other,female,0.0,Australia,21.0,94525,2,3.15,0.28,2.0,2.13,5.43,0.0,64.0,0.0,-3.58,1.51,-1.5,-0.4,6.98,Humanities,None,Good,0.0,1.0,1.0
Charles Tamburo,African-American,male,1.0,USA,33.0,95134,1,3.71,0.2,5.0,3.71,9.92,0.0,16.0,5.0,1.21,1.49,-0.89,-0.88,5.89,Engineering,Ok,Good,0.0,0.0,0.0
Jerry Treadway,Caucasian,male,0.0,USA,31.0,94061,1,2.5,-0.02,4.5,1.92,5.83,0.0,22.0,4.0,2.41,3.08,0.83,0.15,7.29,Quantitative,Ok,Bad,0.0,1.0,0.0
Mary Johnson,Asian,female,0.0,USA,21.0,94061,1,3.01,0.44,-1.0,2.11,5.1,0.0,22.0,2.0,-1.12,1.24,-1.09,-0.36,6.68,Humanities,Ok,Bad,0.0,0.0,0.0
Leonard Brown,Hispanic,male,0.0,USA,31.0,94030,4,2.45,0.46,2.5,2.01,6.72,2.0,34.0,3.0,-0.42,1.96,-0.37,-0.44,6.55,Engineering,Ok,Bad,0.0,0.0,0.0
Jacklyn Wright,Caucasian,female,2.0,USA,37.0,95035,5,3.23,0.56,6.0,3.38,13.21,0.0,18.0,5.0,1.74,1.63,-1.19,-1.01,5.97,Engineering,Very Good,Good,1.0,0.0,0.0
Elizabeth Frank,African-American,female,0.0,USA,23.0,94560,2,2.38,0.44,3.0,2.26,4.6899999999999995,0.0,29.0,1.5,-1.78,1.37,-1.35,-0.96,5.84,Engineering,Very Good,Bad,0.0,0.0,0.0
Jessica Parker,Caucasian,female,1.0,USA,32.0,94089,2,3.14,0.2,7.0,3.13,7.94,0.0,11.0,2.0,-0.39,1.72,-0.7,0.03,7.24,Engineering,Ok,Good,0.0,0.0,0.0
Robert Brewer,Caucasian,male,0.0,USA,29.0,94085,3,2.34,0.26,4.0,2.64,9.19,0.0,10.0,6.0,0.24,2.13,-0.13,0.21,7.42,Engineering,None,Bad,0.0,0.0,1.0
Brian Ames,Caucasian,male,0.0,USA,28.0,94539,4,2.25,0.7,3.0,2.98,10.07,0.0,25.0,4.0,1.03,2.76,-0.42,-0.86,6.1,Engineering,Ok,Good,1.0,0.0,0.0
Doris Watson,Caucasian,female,0.0,USA,26.0,94022,3,2.41,0.54,1.0,3.17,10.170000000000002,0.0,13.0,1.0,-0.44,0.87,-0.95,0.2,7.4,Engineering,None,Bad,0.0,0.0,0.0
Charles Johnston,Hispanic,male,1.0,USA,27.0,94542,4,2.38,0.48,2.5,2.96,10.5,0.0,41.0,1.0,-2.74,3.19,1.51,1.31,8.68,Quantitative,None,Bad,0.0,0.0,0.0
Amalia Hendley,Caucasian,female,0.0,USA,30.0,95002,3,2.76,0.42,2.0,2.44,7.329999999999999,2.0,14.0,5.0,1.06,0.48,-1.71,-1.24,5.38,Engineering,Ok,Bad,0.0,0.0,0.0
Librada Alicea,Caucasian,female,0.0,USA,30.0,94089,2,3.88,0.22,2.0,2.93,8.22,0.0,11.0,5.0,-0.64,1.73,-0.32,0.25,7.48,Engineering,None,Good,0.0,0.0,1.0
Jasper Robinson,Asian,male,0.0,USA,31.0,94087,1,3.03,0.36,1.0,2.07,5.01,0.0,12.0,4.5,0.89,0.03,-1.99,-1.44,5.14,Engineering,Ok,Good,0.0,0.0,0.0
Harry Graham,Caucasian,male,2.0,USA,37.0,94043,4,3.48,0.56,8.0,3.94,11.83,1.5,7.0,7.0,0.63,2.11,-0.41,-0.86,5.77,Sciences,Ok,Good,0.0,0.0,0.0
Shawn Woodworth,African-American,male,0.0,USA,31.0,94010,2,2.54,0.46,4.5,2.33,6.260000000000001,2.0,33.0,2.0,-1.27,4.12,4.0,4.34,12.58,Engineering,None,Good,0.0,1.0,0.0
